"CO_UF","NO_UF","PA_UFMUN","NO_MUN","CO_REG","NO_REG","CO_REGibge","NO_REGibge","PA_CODUNI","FANTASIA","COD_CEP","CPF_CNPJ","CNPJ_MAN","PA_CBOCOD","DS_CBO","PA_PROC_ID","NO_PROC","PA_MUNPCN","count","qtde","total"
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","0015369","HOSPITAL DO TRABALHADOR","81050000","76416866000816","78350188000195","225140","MEDICO DO TRABALHO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,7,55.02
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","0015407","HOSPITAL UNIVERSITARIO CAJURU","80050350","76659820000232","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",24,29,227.94
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","0015423","CRUZ VERMELHA BRASILEIRA FILIAL DO ESTADO DO PARANA","80420011","07404052000172","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",3,333,2617.38
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","0015563","HOSPITAL INFANTIL PEQUENO PRINCIPE","80250060","76591569000130","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,31,243.66
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","0015644","HOSPITAL ERASTO GAERTNER","81520060","76591049000128","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,2,15.72
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","0015989","LABORATORIO OSVALDO ZORNIG LTDA","81305000","76614999000120","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,4588,36061.68
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","0015997","IZA LABORATORIO","80010010","76631985000115","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,14,110.04
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","0016101","LABORATORIO DE ANALISES CLINICAS SAO PAULO","80220000","77068666000106","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,26,204.36
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","2384299","HOSPITAL DE CLINICAS","80060900","75095679000220","75095679000149","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",2,1171,9204.06
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","2640228","LABORATORIO DANTAS MATRIZ","81150050","79807178000107","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,4480,35212.8
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","2715880","LABORATORIO SAO LUCAS SEDE","80035000","76006105000110","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,53,416.58
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","3075516","HOSPITAL SAO VICENTE","80420010","81190449000242","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",3,32,251.52
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","3251527","VICENLAB MATRIZ","80420010","03771874000130","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,49,385.14
"41","Paraná","410690","CURITIBA","41002","2ª RS Metropolitana","41037","Curitiba","6388671","HOSPITAL DO IDOSO ZILDA ARNS","81110522","00000000000000","14814139000183","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,183,1438.38
"41","Paraná","410720","DOIS VIZINHOS","41008","8ª RS Francisco Beltrão","41026","Franc.Beltrão","2666618","NIS II","85660000","00000000000000","08889455000111","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",43,61,479.46
"41","Paraná","410765","FAZENDA RIO GRANDE","41002","2ª RS Metropolitana","41037","Curitiba","0029025","BIOLAG ANALISES CLINICAS","83833056","05309820000183","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,80,628.8
"41","Paraná","410765","FAZENDA RIO GRANDE","41002","2ª RS Metropolitana","41037","Curitiba","3007030","LABORATORIO RIO FARMA LTDA ME","83833008","00580888000189","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,10,78.6
"41","Paraná","410773","FERNANDES PINHEIRO","41004","4ª RS Irati","41031","Prudentópolis","6092268","CENTRO DE SAUDE DA FAMILIA","84535000","00000000000000","01619323000120","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,20,157.2
"41","Paraná","410830","FOZ DO IGUAÇU","41009","9ª RS Foz do Iguaçu","41024","Foz do Iguaçu","2591049","HOSPITAL MINISTRO COSTA CAVALCANTI","85860460","00304148000110","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",2,3,23.58
"41","Paraná","410830","FOZ DO IGUAÇU","41009","9ª RS Foz do Iguaçu","41024","Foz do Iguaçu","2593939","CENTRO DE ESPECIALIDADES MEDICAS","85863720","00000000000000","76206606000140","221205","BIOM�DICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,1049,8245.14
"41","Paraná","410830","FOZ DO IGUAÇU","41009","9ª RS Foz do Iguaçu","41024","Foz do Iguaçu","2673827","NEFROCLINICA DE FOZ DO IGUACU","85851090","84926435000151","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","411095",1,1,7.86
"41","Paraná","410840","FRANCISCO BELTRÃO","41008","8ª RS Francisco Beltrão","41026","Franc.Beltrão","2666766","LABORATORIO SAO LUCAS","85601020","78677101000199","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,50,393
"41","Paraná","410840","FRANCISCO BELTRÃO","41008","8ª RS Francisco Beltrão","41026","Franc.Beltrão","2666936","LABORATORIO BIO EXAME","85601020","00775034000158","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,33,259.38
"41","Paraná","410840","FRANCISCO BELTRÃO","41008","8ª RS Francisco Beltrão","41026","Franc.Beltrão","5991080","VITTALAB ANALISES CLINICAS","85605040","09591919000171","00000000000000","221205","BIOM�DICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,23,180.78
"41","Paraná","410840","FRANCISCO BELTRÃO","41008","8ª RS Francisco Beltrão","41026","Franc.Beltrão","6194826","UNIVERSIDADE PARANAENSE UNIPAR","85601000","00000000000000","75517151000706","221205","BIOM�DICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,26,204.36
"41","Paraná","410840","FRANCISCO BELTRÃO","41008","8ª RS Francisco Beltrão","41026","Franc.Beltrão","6424341","HOSPITAL REGIONAL DO SUDOESTE WALTER ALBERTO PECOITS F B","85601000","76416866004560","00333678000196","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,11,86.46
"41","Paraná","410840","FRANCISCO BELTRÃO","41008","8ª RS Francisco Beltrão","41026","Franc.Beltrão","7098634","LABORATORIO SANTA CLARA","85603380","15356701000135","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,27,212.22
"41","Paraná","410840","FRANCISCO BELTRÃO","41008","8ª RS Francisco Beltrão","41026","Franc.Beltrão","7524242","LABORATORIO BIOANALISES","85604020","17932467000172","00000000000000","221205","BIOM�DICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","410840",28,28,220.08
"41","Paraná","410850","GENERAL CARNEIRO","41006","6ª RS União da Vitória","41033","União Vitória","2536900","ASSOCIACAO HOSPITALAR BENIFICIENTE DR REGIS MARIGLIANI","84660000","15232872000152","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,28,220.08
"41","Paraná","410860","GOIOERÊ","41011","11ª RS Campo Mourão","41004","Goioerê","2733927","LABORATORIO BIOCLINICO DE GOIOERE","87360000","80900426000130","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,18,141.48
"41","Paraná","410895","GUAMIRANGA","41004","4ª RS Irati","41031","Prudentópolis","2398249","DEPARTAMENTO MUN DE SAUDE E ASSISTENCIA SOCIAL","84435000","00000000000000","01616255000146","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,9,70.74
"41","Paraná","410940","GUARAPUAVA","41005","5ª RS Guarapuava","41029","Guarapuava","2741385","BIOCLIN LABORATORIO CLINICO","85010000","77118826000184","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,134,1053.24
"41","Paraná","410940","GUARAPUAVA","41005","5ª RS Guarapuava","41029","Guarapuava","2742187","LABORATORIO BIOLAB","85010290","75642793000141","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,40,314.4
"41","Paraná","410940","GUARAPUAVA","41005","5ª RS Guarapuava","41029","Guarapuava","2742217","LABORATORIO SANTA MONICA","85010060","07576439000106","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,67,526.62
"41","Paraná","410940","GUARAPUAVA","41005","5ª RS Guarapuava","41029","Guarapuava","3634949","CISGAP","85010280","07540117000107","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,39,306.54
"41","Paraná","410940","GUARAPUAVA","41005","5ª RS Guarapuava","41029","Guarapuava","6863361","GOES GOES","85010120","13509824000133","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,38,298.68
"41","Paraná","410960","GUARATUBA","41001","1ª RS Paranaguá","41038","Paranaguá","2680858","LANACLIN","83280000","85462554000163","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",2,139,1092.54
"41","Paraná","410960","GUARATUBA","41001","1ª RS Paranaguá","41038","Paranaguá","5030862","NEWLAB LABORATORIO DE ANALISES CLINICAS","83280000","07932374000194","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,72,565.92
"41","Paraná","410965","HONÓRIO SERPA","41007","7ª RS Pato Branco","41030","Palmas","2738163","CENTRO DE SAUDE 24 HORAS CRISTO REI","85548000","00000000000000","95585444000142","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",15,10,78.6
"41","Paraná","410970","IBAITI","41019","19ª RS Jacarezinho","41017","Ibaiti","4053214","FUNDACAO HOSPITALAR DE SAUDE MUNICIPAL DE IBAITI","84900000","00000000000000","77008068000141","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,28,220.08
"41","Paraná","410980","IBIPORÃ","41017","17ª RS Londrina","41011","Londrina","2729687","LABORATORIO CARLOS CHAGAS","86200000","77214807000151","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,4,31.44
"41","Paraná","410980","IBIPORÃ","41017","17ª RS Londrina","41011","Londrina","2729733","LABORATORIO DE ANALISES CLINICAS IBIPORA","86200000","78458387000111","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,54,424.44
"41","Paraná","410980","IBIPORÃ","41017","17ª RS Londrina","41011","Londrina","7347685","LABORATORIO MUNICIPAL DE IBIPORA","86200000","00000000000000","76244961000103","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,0,0
"41","Paraná","410990","ICARAÍMA","41012","12ª RS Umuarama","41002","Umuarama","3122190","LABORATORIO OSWALDO CRUZ","87530000","07783149000133","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",8,9,70.74
"41","Paraná","410990","ICARAÍMA","41012","12ª RS Umuarama","41002","Umuarama","3122204","LABORATORIO MULT TEST","87530000","02195944000197","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",6,8,62.88
"41","Paraná","411007","IMBAÚ","41021","21ª RS Telêmaco Borba","41019","Telêmaco Borba","2740508","CENTRO DE SAUDE DEPUTADO ELIAS ABRAAO","84250000","00000000000000","01613770000172","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,7,55.02
"41","Paraná","411010","IMBITUVA","41004","4ª RS Irati","41031","Prudentópolis","2423642","CENTRO DE CHECK UP LABORATORIO","84430000","77693075000120","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,30,235.8
"41","Paraná","411070","IRATI","41004","4ª RS Irati","41032","Irati","2502305","CENTRO DE ATENDIMENTO ILDEFONSO ZANETTI","84500000","00000000000000","75654574000182","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,1,7.86
"41","Paraná","411070","IRATI","41004","4ª RS Irati","41032","Irati","2517450","CISAMCESPAR","84500000","00358098000153","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,200,1572
"41","Paraná","411070","IRATI","41004","4ª RS Irati","41032","Irati","2554054","VITALLE LABORATO ANALIDES CLINICAS SC LTDA","84500000","02745683000131","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,18,141.48
"41","Paraná","411150","IVAIPORÃ","41022","22ª RS Ivaiporã","41013","Ivaiporã","2590190","LABORATORIO CENTRAL DE IVAIPORA","86870000","77649713000105","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,50,393
"41","Paraná","411150","IVAIPORÃ","41022","22ª RS Ivaiporã","41013","Ivaiporã","2590239","LABORATORIO MODELO","86870000","78600517000109","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,23,180.78
"41","Paraná","411155","IVATÉ","41012","12ª RS Umuarama","41002","Umuarama","5854199","IVALAB LABORATORIO DE ANALISES CLINICAS LTDA","87525000","07824749000100","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,24,188.64
"41","Paraná","411180","JACAREZINHO","41019","19ª RS Jacarezinho","41016","Jacarezinho","2780143","CISNORPI","86400000","00476612000155","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,163,1281.18
"41","Paraná","411180","JACAREZINHO","41019","19ª RS Jacarezinho","41016","Jacarezinho","2782197","LABORATORIO DE ANALISES CLINICAS NESPOLI","86400000","78960028000168","00000000000000","221205","BIOM�DICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,8,62.88
"41","Paraná","411210","JANDAIA DO SUL","41016","16ª RS Apucarana","41010","Apucarana","2573326","PRONTO ATENDIMENTO MUNICIPAL","86900000","00000000000000","75771204000125","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,20,157.2
"41","Paraná","411220","JANIÓPOLIS","41011","11ª RS Campo Mourão","41004","Goioerê","3949516","CLINIANALISS","87380000","07912100000133","00000000000000","221205","BIOM�DICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,7,55.02
"41","Paraná","411320","LAPA","41002","2ª RS Metropolitana","41036","Lapa","0017728","LABORATORIO DE ANALISES CLINICAS BECKER LTDA","83750000","78475902000171","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,180,1414.8
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2550792","HOSPITAL EVANGELICO DE LONDRINA","86015900","78613841000161","00000000000000","225125","MEDICO CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,1,7.86
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2577623","HCL HOSPITAL DO CANCER DE LONDRINA","86015520","78633088000176","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,2,15.72
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2577674","LABORATORIO OSWALDO CRUZ","86010640","77325488000151","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,12,94.32
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2577763","HOSPITAL DOUTOR EULALINO IGNACIO DE ANDRADE HZS","86042190","76416866003670","00445188000181","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,35,275.1
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2577984","CISMEPAR","86020120","00000000000000","00445188000181","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,314,2468.04
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2578247","LAB IMAGEM DIAGNOSTICO AVANCADO EM MEDICINA","86010020","77348738000179","00000000000000","225335","MEDICO PATOLOGISTA CLINICO  MEDICINA LABORATORIAL","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,81,636.66
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2578441","DAVITA","86015000","80925423000151","00000000000000","225335","MEDICO PATOLOGISTA CLINICO  MEDICINA LABORATORIAL","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","410080",1,1,7.86
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2578441","DAVITA","86015000","80925423000151","00000000000000","225335","MEDICO PATOLOGISTA CLINICO  MEDICINA LABORATORIAL","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","411370",2,2,15.72
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2578441","DAVITA","86015000","80925423000151","00000000000000","225335","MEDICO PATOLOGISTA CLINICO  MEDICINA LABORATORIAL","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","412240",1,1,7.86
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2578506","HOFTALON HOSPITAL DE OLHOS","86010160","07194341000194","00000000000000","225335","MEDICO PATOLOGISTA CLINICO  MEDICINA LABORATORIAL","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,3,23.58
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2578670","HOSPITAL DOUTOR ANIZIO FIGUEIREDO HZN","86084600","76416866003750","00445188000181","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,1,7.86
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2579227","CENTROLAB","86010190","00000000000000","75771477000170","221105","BIOLOGO  ANALISTA DE MICROBIOS BIOLOGISTA BIOMEDICO CITO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,4302,33813.72
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2580055","ISCAL","86010450","78614971000461","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",2,37,290.82
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2591154","LABORATORIO LONDRINA","86010510","03270367000113","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,48,377.28
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2781859","HOSPITAL UNIVERSITARIO REGIONAL DO NORTE DO PARANA","86038440","78640489000315","78640489000153","221205","BIOM�DICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,610,4794.6
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","2781859","HOSPITAL UNIVERSITARIO REGIONAL DO NORTE DO PARANA","86038440","78640489000315","78640489000153","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,25,196.5
"41","Paraná","411370","LONDRINA","41017","17ª RS Londrina","41011","Londrina","5905605","CAD CENTRO AVANCADO EM DIAGNOSTICO","86010630","07466328000147","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,8,62.88
"41","Paraná","411373","LUIZIANA","41011","11ª RS Campo Mourão","41005","Campo Mourão","2733919","LABOMAR LABORATORIO DE ANALISES CLINICA","87290000","07243167000122","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,2,15.72
"41","Paraná","411400","MAMBORÊ","41011","11ª RS Campo Mourão","41005","Campo Mourão","2734214","LABORATORIO SANTA RITA","87340000","78195054000147","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,40,314.4
"41","Paraná","411400","MAMBORÊ","41011","11ª RS Campo Mourão","41005","Campo Mourão","2734222","LABORATORIO SANTA ROSA","87340000","01987712000109","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",2,37,290.82
"41","Paraná","411420","MANDAGUARI","41015","15ª RS Maringá","41009","Maringá","2585782","LABORATORIO DE ANALISES CLINICAS CRISTO REI LTDA","86975000","00892279000165","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,48,377.28
"41","Paraná","411420","MANDAGUARI","41015","15ª RS Maringá","41009","Maringá","2585847","PRONTO ATENDIMENTO MUNICIPAL","86975000","00000000000000","76285345000109","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,19,149.34
"41","Paraná","411430","MANDIRITUBA","41002","2ª RS Metropolitana","41037","Curitiba","0017779","HOSPITAL MUNICIPAL DE MANDIRITUBA","83800000","00000000000000","76105550000137","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,16,125.76
"41","Paraná","411510","MARILUZ","41012","12ª RS Umuarama","41002","Umuarama","2737280","UNIDADE DE SAUDE JOAQUIM LOPES GUTIERREZ","87470000","00000000000000","76404136000129","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,17,133.62
"41","Paraná","411520","MARINGÁ","41015","15ª RS Maringá","41009","Maringá","2586169","HOSPITAL DO CANCER DE MARINGA","87015000","78189537000139","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,4,31.44
"41","Paraná","411520","MARINGÁ","41015","15ª RS Maringá","41009","Maringá","2587335","HOSPITAL UNIVERSITARIO REGIONAL DE MARINGA","87083170","00000000000000","79151312000156","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,37,290.82
"41","Paraná","411520","MARINGÁ","41015","15ª RS Maringá","41009","Maringá","2594714","HOSPITAL E MATERNIDADE MARIA AUXILIADORA","87050100","79115762000193","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,21,165.06
"41","Paraná","411520","MARINGÁ","41015","15ª RS Maringá","41009","Maringá","2743469","HOSPITAL E MATERNIDADE SANTA RITA","87015290","04792670000149","00000000000000","225335","MEDICO PATOLOGISTA CLINICO  MEDICINA LABORATORIAL","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,11,86.46
"41","Paraná","411520","MARINGÁ","41015","15ª RS Maringá","41009","Maringá","5390133","LABORATORIO MUNICIPAL DE ANALISES CLINICAS","87020010","00000000000000","76282656000106","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,809,6358.74
"41","Paraná","411580","MEDIANEIRA","41009","9ª RS Foz do Iguaçu","41024","Foz do Iguaçu","5413451","CISI CONSORCIO INTERMUNICIPAL DE SAUDE IGUACU","85884000","00879976000186","00000000000000","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,5,39.3
"41","Paraná","411630","MUNHOZ DE MELO","41015","15ª RS Maringá","41006","Astorga","2774178","CENTRO DE SAUDE DR TANCREDO NEVES","86760000","00000000000000","75352062000161","223415","FARMACEUTICO ANALISTA CLINICO","0202010503","DOSAGEM DE HEMOGLOBINA GLICOSILADA","999999",1,25,196.5
